Date,Bank Index,WFC Close Price,JPM Close Price,BAC Close Price
2022-04-27,5.626999855041504,44.58,121.42,36.25
2022-04-28,5.576000213623047,45.17,123.34,36.81
2022-04-29,5.631999969482422,43.63,119.36,35.68
2022-05-03,5.644999980926514,44.16,123.03,37.13
2022-05-04,5.635000228881836,45.98,127.1,38.62
2022-05-05,5.584000110626221,44.76,123.92,37.54
2022-05-06,5.558000087738037,44.55,123.72,37.45
2022-05-09,5.445000171661377,43.96,121.86,36.37
2022-05-10,5.372499942779541,43.08,118.89,35.76
2022-05-11,5.454500198364258,42.57,118.14,35.57
2022-05-12,5.2769999504089355,41.81,118.04,35.07
2022-05-13,5.354000091552734,42.64,119.09,35.17
2022-05-16,5.243000030517578,42.21,118.26,34.81
2022-05-17,5.4105000495910645,43.71,122.18,35.99
2022-05-18,5.354000091552734,42.11,120.09,34.88
2022-05-19,5.283999919891357,42.0,118.31,34.45
2022-05-20,5.23799991607666,41.67,117.34,33.86
2022-05-23,5.504000186920166,43.82,124.6,35.87
2022-05-24,5.363500118255615,43.29,126.36,35.65
2022-05-25,5.513999938964844,44.12,127.24,35.84
2022-05-26,5.667500019073486,45.6,129.44,36.67
2022-05-27,5.692500114440918,45.89,131.27,37.02
2022-05-31,5.716000080108643,45.77,132.23,37.2
2022-06-01,5.622499942779541,45.16,129.91,36.67
2022-06-06,5.732999801635742,45.12,129.73,36.15
2022-06-07,5.703000068664551,45.47,130.07,36.35
2022-06-08,5.677999973297119,44.63,128.0,35.89
2022-06-09,5.572500228881836,42.67,125.31,34.51
2022-06-10,5.260000228881836,40.08,119.55,33.17
2022-06-13,5.098499774932861,38.99,115.99,32.02
2022-06-14,5.097499847412109,37.43,114.06,31.46
2022-06-15,5.133500099182129,38.17,115.41,32.05
2022-06-16,4.977499961853027,37.65,113.43,31.85
2022-06-17,5.0320000648498535,38.48,113.03,31.92
2022-06-21,5.125500202178955,38.99,115.83,32.85
2022-06-22,5.113999843597412,38.6,115.18,32.6
2022-06-23,5.021999835968018,37.9,113.92,32.08
2022-06-24,5.230999946594238,40.76,117.32,32.31
2022-06-27,5.234000205993652,40.24,116.38,32.35
2022-06-28,5.231500148773193,40.18,115.82,32.26
2022-06-29,5.146500110626221,39.71,115.3,31.86
2022-06-30,5.070000171661377,39.17,112.61,31.13
2022-07-01,5.058000087738037,39.92,114.05,31.56
2022-07-05,5.0269999504089355,40.1,112.62,31.24
2022-07-06,5.066999912261963,39.5,111.89,30.98
2022-07-07,5.199999809265137,40.12,114.72,31.86
2022-07-08,5.213500022888184,40.18,114.36,31.79
2022-07-11,5.125999927520752,39.79,112.86,31.46
2022-07-12,5.200500011444092,39.6,112.97,31.36
2022-07-13,5.008999824523926,39.07,111.91,30.84
2022-07-14,4.921000003814697,38.74,108.0,30.13
2022-07-15,5.146500110626221,41.13,112.95,32.25
2022-07-18,5.253499984741211,41.19,111.79,32.26
2022-07-19,5.318999767303467,42.9,114.56,33.35
2022-07-20,5.35099983215332,42.72,114.54,33.36
2022-07-21,5.360000133514404,43.28,115.32,33.65
2022-07-22,5.373000144958496,43.17,114.76,33.43
2022-07-25,5.428999900817871,43.5,115.22,33.73
2022-07-26,5.369500160217285,42.9,113.42,33.05
2022-07-27,5.348999977111816,43.71,115.24,33.59
2022-07-28,5.38100004196167,43.32,114.81,33.32
2022-07-29,5.449999809265137,43.87,115.36,33.81
2022-08-01,5.4629998207092285,43.54,114.21,33.71
2022-08-02,5.447000026702881,42.88,112.43,33.04
2022-08-03,5.441500186920166,43.89,113.61,33.64
2022-08-04,5.435999870300293,42.77,112.36,33.4
2022-08-05,5.4710001945495605,43.76,115.76,33.96
2022-08-08,5.513000011444092,43.19,114.35,33.49
2022-08-09,5.484499931335449,43.4,115.38,33.92
2022-08-10,5.664999961853027,44.33,118.39,35.07
2022-08-11,5.724999904632568,45.25,120.14,35.91
2022-08-12,5.781499862670898,45.94,122.13,36.3
2022-08-15,5.7769999504089355,45.75,122.46,36.25
2022-08-16,5.867000102996826,46.06,123.63,36.64
2022-08-17,5.805500030517578,46.14,122.59,36.41
2022-08-18,5.802999973297119,46.14,121.64,36.28
2022-08-19,5.709499835968018,45.35,118.63,35.48
2022-08-22,5.603499889373779,44.41,116.67,34.72
2022-08-23,5.581999778747559,44.37,115.52,34.41
2022-08-24,5.585999965667725,44.64,115.8,34.52
2022-08-25,5.642000198364258,45.39,118.55,35.14
2022-08-26,5.553999900817871,43.97,114.67,34.03
2022-08-30,5.432000160217285,44.14,114.41,34.09
2022-08-31,5.421999931335449,43.71,113.73,33.61
2022-09-01,5.3520002365112305,43.7,114.51,33.47
2022-09-02,5.4629998207092285,43.38,113.71,33.43
2022-09-06,5.275000095367432,42.88,113.74,33.06
2022-09-07,5.329500198364258,43.84,115.9,33.57
2022-09-08,5.494500160217285,45.23,118.6,34.65
2022-09-09,5.591000080108643,45.33,119.17,34.94
2022-09-12,5.644499778747559,45.53,120.58,35.27
2022-09-13,5.493000030517578,43.22,116.39,34.0
2022-09-14,5.409999847412109,43.28,116.12,33.87
2022-09-15,5.501500129699707,44.14,117.87,34.51
2022-09-16,5.389500141143799,43.94,117.08,34.12
2022-09-20,5.451000213623047,43.41,115.83,34.17
2022-09-21,5.447999954223633,42.27,112.49,33.15
2022-09-22,5.230500221252441,41.52,111.21,32.5
2022-09-23,5.0879998207092285,40.41,109.14,31.73
2022-09-26,5.053999900817871,40.01,106.79,31.03
2022-09-27,5.0229997634887695,40.03,105.85,30.57
2022-09-28,5.072000026702881,40.81,107.99,31.07
2022-09-29,5.002999782562256,40.5,106.16,30.66
2022-09-30,5.079999923706055,40.22,104.5,30.2
2022-10-03,5.0995001792907715,41.58,107.73,31.09
2022-10-04,5.328499794006348,43.54,112.77,32.38
2022-10-05,5.254499912261963,43.31,110.39,31.92
2022-10-06,5.254000186920166,42.24,108.14,31.46
2022-10-07,5.119500160217285,41.79,105.98,30.75
2022-10-10,5.103499889373779,41.45,104.99,30.66
2022-10-11,5.011499881744385,40.23,101.96,29.77
2022-10-12,5.000999927520752,40.51,103.61,29.86
2022-10-13,5.114500045776367,42.38,109.37,31.69
2022-10-14,5.2179999351501465,43.17,111.19,31.7
2022-10-17,5.2895002365112305,43.96,115.86,33.62
2022-10-18,5.320000171661377,44.67,118.84,34.88
2022-10-19,5.28849983215332,43.62,116.51,33.92
2022-10-20,5.172500133514404,43.65,116.13,33.7
2022-10-21,5.078999996185303,44.83,122.23,34.95
2022-10-24,5.230500221252441,45.2,122.38,35.07
2022-10-25,5.307000160217285,45.37,122.7,35.39
2022-10-26,5.390999794006348,45.7,124.11,35.7
2022-10-27,5.388999938964844,45.65,124.6,35.87
2022-10-28,5.373000144958496,46.35,126.08,36.18
2022-10-31,5.433499813079834,45.99,125.88,36.04
2022-11-01,5.453499794006348,46.95,128.15,36.2
2022-11-02,5.4019999504089355,46.88,126.97,36.09
2022-11-03,5.2829999923706055,45.54,127.2,35.89
2022-11-04,5.369999885559082,46.74,130.68,36.79
2022-11-07,5.4085001945495605,47.07,131.37,37.01
2022-11-08,5.485499858856201,47.18,131.45,37.11
2022-11-09,5.402500152587891,45.97,129.74,36.52
2022-11-10,5.609000205993652,47.95,135.08,38.13
2022-11-11,5.605000019073486,47.55,135.3,38.41
2022-11-14,5.605000019073486,46.87,133.91,37.76
2022-11-15,5.60699987411499,46.71,132.94,37.7
2022-11-16,5.517000198364258,46.21,133.12,37.36
2022-11-17,5.421000003814697,45.99,132.54,37.17
2022-11-18,5.477499961853027,46.5,133.84,37.19
2022-11-21,5.480999946594238,46.84,133.05,37.31
2022-11-22,5.5345001220703125,47.11,135.04,37.49
2022-11-23,5.570000171661377,47.33,136.48,37.61
2022-11-25,5.5914998054504395,47.44,136.74,37.7
2022-11-28,5.506499767303467,46.98,134.35,36.86
2022-11-29,5.502999782562256,47.57,136.56,37.0
2022-11-30,5.459000110626221,47.95,138.18,37.85
2022-12-01,5.556000232696533,46.87,136.24,36.55
2022-12-02,5.48799991607666,45.94,135.16,36.08
2022-12-05,5.3125,43.66,131.37,34.47
2022-12-06,5.176000118255615,43.4,131.59,33.0
2022-12-07,5.18149995803833,42.45,131.5,32.74
2022-12-08,5.191500186920166,42.58,132.88,32.44
2022-12-09,5.204500198364258,42.5,132.16,32.38
2022-12-12,5.2204999923706055,42.86,134.21,32.73
2022-12-13,5.231500148773193,42.62,134.08,32.75
2022-12-14,5.212500095367432,42.18,133.41,32.28
2022-12-15,5.0345001220703125,41.37,130.1,31.77
2022-12-16,5.004499912261963,41.19,129.29,31.7
2022-12-19,5.018499851226807,41.82,130.06,32.06
2022-12-20,5.041999816894531,40.98,130.69,32.19
2022-12-21,5.113999843597412,41.12,132.16,32.68
2022-12-22,5.02400016784668,40.68,130.66,32.39
2022-12-23,5.0929999351501465,40.98,131.28,32.47
2022-12-28,5.117499828338623,41.12,132.46,32.77
2022-12-29,5.1605000495910645,41.33,133.22,33.14
2022-12-30,5.170000076293945,41.29,134.1,33.12
2023-01-03,5.2270002365112305,41.79,135.12,33.51
2023-01-04,5.316500186920166,42.65,136.38,34.14
2023-01-05,5.196000099182129,42.42,135.35,34.07
2023-01-06,5.324999809265137,42.8,137.94,34.41
2023-01-09,5.382500171661377,42.39,137.37,33.89
2023-01-10,5.34499979019165,42.36,138.6,34.12
2023-01-11,5.373499870300293,42.74,139.63,34.38
2023-01-12,5.447500228881836,42.83,139.49,34.47
2023-01-13,5.401500225067139,44.22,143.01,35.23
2023-01-17,5.418499946594238,44.12,140.8,34.52
2023-01-18,5.319499969482422,43.38,136.57,33.72
2023-01-19,5.196499824523926,42.95,134.75,33.23
2023-01-20,5.349999904632568,43.92,135.08,33.85
2023-01-23,5.485499858856201,45.03,137.27,34.32
2023-01-24,5.506499767303467,44.45,138.45,34.57
2023-01-25,5.458000183105469,45.34,139.12,34.87
2023-01-26,5.5370001792907715,45.81,139.98,35.34
2023-01-27,5.585999965667725,46.12,140.32,35.45
2023-01-30,5.5945000648498535,46.29,139.13,35.3
2023-01-31,5.593999862670898,46.87,139.96,35.48
2023-02-01,5.682000160217285,47.33,139.59,35.92
2023-02-02,5.807499885559082,47.23,138.94,36.13
2023-02-03,5.813000202178955,47.58,141.09,36.43
2023-02-06,5.739999771118164,47.68,141.92,36.37
2023-02-07,5.765999794006348,48.13,143.65,36.77
2023-02-08,5.7835001945495605,48.25,142.64,36.5
2023-02-09,5.748499870300293,47.57,140.42,35.72
2023-02-10,5.6605000495910645,47.51,141.04,35.58
2023-02-13,5.706999778747559,48.13,142.57,35.65
2023-02-14,5.689000129699707,48.5,143.2,35.62
2023-02-15,5.731500148773193,47.97,143.8,35.56
2023-02-16,5.685500144958496,47.22,141.82,35.28
2023-02-17,5.626999855041504,47.49,142.24,35.35
2023-02-21,5.5254998207092285,46.24,139.63,34.52
2023-02-22,5.511499881744385,46.01,138.56,34.29
2023-02-23,5.491499900817871,46.25,139.67,34.26
2023-02-24,5.504000186920166,46.62,140.93,34.21
2023-02-27,5.580999851226807,46.78,142.16,34.21
2023-02-28,5.56850004196167,46.77,143.35,34.3
2023-03-01,5.504499912261963,46.68,142.55,34.14
2023-03-02,5.4070000648498535,45.8,141.07,33.49
2023-03-03,5.4679999351501465,46.85,143.66,34.16
2023-03-06,5.512499809265137,46.63,142.82,34.09
2023-03-07,5.326499938964844,44.45,138.62,33.0
2023-03-08,5.260000228881836,43.84,137.8,32.56
2023-03-09,4.968999862670898,41.13,130.34,30.54
2023-03-10,4.827499866485596,41.36,133.65,30.27
2023-03-13,4.141499996185303,38.41,131.25,28.51
2023-03-14,4.314499855041504,40.17,134.62,28.76
2023-03-15,4.043499946594238,38.85,128.26,28.49
2023-03-16,4.146500110626221,39.3,130.75,28.97
2023-03-17,4.0269999504089355,37.76,125.81,27.82
2023-03-20,4.040249824523926,37.48,127.14,27.75
2023-03-21,4.222249984741211,38.48,130.55,28.59
2023-03-22,4.154749870300293,37.2,127.18,27.64
2023-03-23,3.994750022888184,36.61,126.84,26.97
2023-03-24,3.930000066757202,36.23,124.91,27.14
2023-03-27,4.060999870300293,37.47,128.49,28.49
2023-03-28,4.07574987411499,37.18,128.88,28.12
2023-03-29,4.113249778747559,37.97,129.14,28.67
2023-03-30,4.119999885559082,37.38,128.75,28.3
2023-03-31,4.109250068664551,37.38,130.31,28.6
2023-04-03,4.06374979019165,37.72,130.16,28.59
2023-04-04,3.9590001106262207,36.81,128.42,27.98
2023-04-05,3.941750049591065,36.89,127.61,27.64
2023-04-06,4.026500225067139,37.9,127.47,27.84
2023-04-11,4.078000068664551,39.37,128.52,28.71
2023-04-12,4.063000202178955,39.19,128.5,28.48
2023-04-13,4.075250148773193,39.66,128.99,28.56
2023-04-14,4.113500118255615,39.64,138.73,29.52
2023-04-17,4.136000156402588,41.3,139.83,30.37
2023-04-18,4.170000076293945,41.87,141.4,30.56
2023-04-19,4.202499866485596,42.24,141.22,30.06
2023-04-20,4.194250106811523,41.67,140.81,29.9
2023-04-21,4.125500202178955,41.24,140.54,29.87
2023-04-24,4.108500003814697,41.45,140.73,29.76
2023-04-25,4.0329999923706055,40.55,137.67,28.84
2023-04-26,3.9982500076293945,39.46,135.23,28.44
2023-04-27,4.020500183105469,39.66,137.05,28.89
2023-04-28,4.103250026702881,39.75,138.24,29.28
2023-05-02,3.803999900817871,38.84,138.92,28.16
2023-05-03,3.83174991607666,38.65,135.98,27.86
2023-05-04,3.573499917984009,36.72,134.12,26.99
2023-05-05,3.765749931335449,37.94,136.74,27.71
2023-05-09,3.700999975204468,38.54,136.41,27.66
2023-05-10,3.700000047683716,38.28,136.48,27.32
2023-05-11,3.6377499103546143,38.33,136.05,27.39
2023-05-12,3.6024999618530273,37.49,134.1,27.09
2023-05-15,3.70674991607666,38.77,135.23,27.65
2023-05-16,3.700000047683716,38.39,134.32,27.36
2023-05-17,3.8102500438690186,40.46,138.45,28.57
2023-05-18,3.840250015258789,40.21,139.5,28.47
2023-05-19,3.808500051498413,40.03,139.18,28.11
2023-05-22,3.8717501163482666,40.98,138.03,28.34
2023-05-23,4.014500141143799,41.21,136.59,28.58
2023-05-24,3.875,40.87,135.34,28.1
2023-05-25,3.8334999084472656,40.9,135.67,28.17
2023-05-26,3.853749990463257,41.23,136.94,28.31
2023-05-30,3.838749885559082,40.98,137.46,28.26
2023-05-31,3.74399995803833,39.81,135.71,27.79
2023-06-01,3.840749979019165,40.06,137.58,27.78
2023-06-02,3.9927499294281006,41.24,140.47,28.71
2023-06-05,3.963500022888184,40.45,139.09,28.54
2023-06-06,4.103499889373779,41.26,139.34,29.23
2023-06-07,4.145999908447266,42.07,140.69,29.48
2023-06-08,4.114999771118164,42.37,140.73,29.23
2023-06-09,4.131499767303467,42.13,141.01,29.27
2023-06-12,4.063000202178955,41.83,141.0,29.13
2023-06-13,4.148250102996826,42.65,142.02,29.4
2023-06-14,4.151000022888184,42.08,141.49,29.12
2023-06-15,4.107250213623047,42.36,143.09,29.37
2023-06-16,4.0929999351501465,42.18,143.26,29.19
2023-06-20,4.0370001792907715,41.89,142.53,28.87
2023-06-21,4.061500072479248,41.65,142.32,28.57
2023-06-22,3.936500072479248,41.06,139.58,27.96
2023-06-23,3.878750085830689,40.61,138.85,27.75
2023-06-26,3.9170000553131104,40.59,139.19,28.09
2023-06-27,3.957750082015991,40.91,139.2,28.24
2023-06-28,3.933500051498413,40.62,138.59,28.07
2023-06-29,3.993499994277954,42.45,143.43,28.66
2023-06-30,4.025750160217285,42.68,145.44,28.69
2023-07-03,4.09975004196167,43.4,146.61,29.2
2023-07-05,4.091000080108643,43.48,144.64,29.08
2023-07-06,3.9407498836517334,42.89,143.21,28.28
2023-07-07,4.060999870300293,42.77,144.34,28.53
2023-07-10,4.082499980926514,42.32,145.15,28.66
2023-07-11,4.129749774932861,42.74,147.42,29.02
2023-07-12,4.228750228881836,43.26,148.15,29.36
2023-07-13,4.243249893188477,43.71,148.87,29.67
2023-07-14,4.185500144958496,43.56,149.77,29.11
2023-07-17,4.229750156402588,44.74,153.38,29.4
2023-07-18,4.3742499351501465,45.6,153.66,30.7
2023-07-19,4.434000015258789,46.26,154.25,31.53
2023-07-20,4.448750019073486,47.13,156.15,31.69
2023-07-21,4.43625020980835,45.96,154.95,31.98
2023-07-24,4.500999927520752,46.42,158.0,32.65
2023-07-25,4.510749816894531,45.48,156.82,32.15
2023-07-26,4.539999961853027,46.44,157.76,32.41
2023-07-27,4.581500053405762,45.77,156.02,31.95
2023-07-28,4.565499782562256,46.14,156.91,31.9
2023-07-31,4.559750080108643,46.16,157.96,32.0
2023-08-01,4.475249767303467,45.71,157.18,31.62
2023-08-02,4.445499897003174,45.1,155.4,31.19
2023-08-03,4.487750053405762,45.15,156.35,31.41
2023-08-04,4.539000034332275,44.85,156.02,31.3
2023-08-07,4.538000106811523,45.06,156.76,31.88
2023-08-08,4.411499977111816,44.48,155.88,31.27
2023-08-09,4.427499771118164,43.72,153.79,30.86
2023-08-10,4.427750110626221,43.67,153.56,30.94
2023-08-11,4.424499988555908,43.73,154.45,31.29
2023-08-14,4.356750011444092,43.74,154.77,30.93
2023-08-15,4.253749847412109,42.73,150.83,29.94
2023-08-16,4.190499782562256,42.22,150.19,29.29
2023-08-17,4.177499771118164,42.47,148.63,29.28
2023-08-18,4.164000034332275,42.5,148.97,29.11
2023-08-21,4.112500190734863,42.49,149.48,29.15
2023-08-22,4.0607500076293945,41.5,146.38,28.44
2023-08-23,4.065999984741211,41.61,147.37,28.45
2023-08-24,4.0879998207092285,41.43,147.23,28.62
2023-08-25,4.059000015258789,41.23,147.05,28.5
2023-08-29,4.1529998779296875,42.0,148.76,29.17
2023-08-30,4.142000198364258,41.54,148.16,29.04
2023-08-31,4.1545000076293945,41.29,146.33,28.67
2023-09-01,4.203249931335449,41.65,146.82,28.98
2023-09-05,4.168499946594238,41.54,145.2,28.65
2023-09-06,4.081999778747559,41.02,144.96,28.39
2023-09-07,4.040500164031982,40.43,143.72,28.13
2023-09-08,4.03249979019165,41.0,143.83,28.36
2023-09-11,4.086750030517578,41.33,144.46,28.48
2023-09-12,4.118500232696533,42.54,146.34,28.97
2023-09-13,4.116499900817871,42.25,146.41,28.88
2023-09-14,4.168000221252441,43.05,149.25,29.2
2023-09-15,4.146500110626221,42.95,148.81,28.84
2023-09-18,4.105500221252441,43.43,149.12,28.76
2023-09-19,4.071750164031982,43.22,148.93,28.65
2023-09-20,4.140999794006348,42.87,148.3,28.55
2023-09-21,4.036499977111816,42.32,147.14,28.05
2023-09-22,3.965749979019165,41.23,145.73,27.64
2023-09-25,3.9704999923706055,41.56,146.45,27.6
2023-09-26,3.968250036239624,40.65,144.93,27.17
2023-09-27,3.934000015258789,40.86,145.78,27.27
2023-09-28,3.960249900817871,40.91,147.59,27.56
2023-09-29,4.018750190734863,40.86,145.02,27.38
2023-10-02,3.8984999656677246,39.61,143.77,26.7
2023-10-03,3.805000066757202,38.67,142.71,25.91
2023-10-04,3.7834999561309814,38.97,143.35,25.94
2023-10-05,3.815500020980835,39.3,142.9,26.06
2023-10-06,3.864000082015991,39.69,145.1,26.07
2023-10-09,3.880749940872192,39.7,144.77,26.31
2023-10-10,3.968250036239624,39.82,145.65,27.01
2023-10-11,3.957750082015991,39.69,146.15,27.02
2023-10-12,3.941750049591065,39.74,145.81,26.9
2023-10-13,3.944999933242798,40.96,148.0,26.76
2023-10-16,3.946000099182129,41.65,147.85,26.99
2023-10-17,4.017749786376953,41.98,147.53,27.62
2023-10-18,3.9660000801086426,41.53,145.91,27.31
2023-10-19,3.9614999294281006,41.18,145.29,26.96
2023-10-20,3.785500049591065,40.27,142.95,26.31
2023-10-23,3.7695000171661377,39.48,141.0,25.57
2023-10-24,3.688499927520752,39.28,141.17,25.47
2023-10-25,3.6700000762939458,39.03,140.4,25.55
2023-10-26,3.7715001106262207,39.65,140.76,26.12
2023-10-27,3.7274999618530273,38.76,135.69,25.17
2023-10-30,3.7100000381469727,39.43,137.42,25.69
2023-10-31,3.756249904632568,39.77,139.06,26.34
2023-11-01,3.767250061035156,39.61,138.94,26.4
2023-11-02,3.91825008392334,40.51,141.42,27.62
2023-11-03,4.105500221252441,41.62,143.0,28.42
2023-11-06,4.078499794006348,41.34,144.08,28.33
2023-11-07,4.0304999351501465,41.04,144.01,28.16
2023-11-08,4.009250164031982,40.98,144.72,27.89
2023-11-09,4.0,40.4,144.29,27.53
2023-11-10,3.933500051498413,40.89,146.43,27.68
2023-11-13,3.9784998893737793,40.77,145.78,27.7
2023-11-14,4.244999885559082,42.08,148.44,29.22
2023-11-15,4.277249813079834,42.84,149.74,29.62
2023-11-16,4.242800235748291,42.53,151.45,29.54
2023-11-17,4.291999816894531,42.96,152.82,29.98
2023-11-20,4.29449987411499,42.79,153.29,30.01
2023-11-21,4.25600004196167,42.6,152.97,29.66
2023-11-22,4.241499900817871,42.78,153.33,29.63
2023-11-24,4.248000144958496,42.92,153.54,29.73
2023-11-27,4.227499961853027,43.02,153.19,29.56
2023-11-28,4.241000175476074,43.37,153.54,29.53
2023-11-29,4.340000152587891,43.78,154.32,30.31
2023-11-30,4.3707499504089355,44.59,156.08,30.49
2023-12-01,4.452499866485596,45.02,156.84,30.96
2023-12-04,4.526000022888184,45.12,157.99,30.82
2023-12-05,4.528500080108643,44.49,157.97,30.58
2023-12-06,4.612750053405762,44.5,156.31,30.53
2023-12-07,4.554500102996826,45.4,156.79,30.66
2023-12-08,4.617000102996826,46.1,158.52,30.96
2023-12-11,4.618000030517578,46.0,159.1,30.85
2023-12-12,4.599249839782715,46.47,160.52,30.74
2023-12-13,4.610000133514404,47.76,161.06,32.04
2023-12-14,5.0229997634887695,50.51,163.99,33.94
2023-12-15,5.019000053405762,50.31,165.23,33.6
2023-12-18,4.97599983215332,49.66,166.23,33.43
2023-12-19,4.956500053405762,50.09,168.45,33.51
2023-12-20,5.003499984741211,49.34,166.55,32.98
2023-12-21,4.924499988555908,49.45,167.5,33.2
2023-12-22,4.9407501220703125,49.18,167.4,33.43
2023-12-27,5.004000186920166,49.33,169.4,33.84
2023-12-28,5.013000011444092,49.48,170.3,33.88
2023-12-29,5.01200008392334,49.22,170.1,33.67
